ego	alter	pair	ell	t0ix	tfix	nix	stE	E
0x44	-0x76704ea6f99ae60c	-0x5fba92d2aa6d6491	0	142	147	1	0	0
0x53	-0x2e6ad38b53894087	-0x5fc150eec80a61fb	0	595	595	1	0	0
0x19	-0x51ca9662083a0664	-0x5fcb35adf12bd990	13	118	131	2	0	0
0xdb	-0x47c02bf53426d463	-0x5fcfade5d337637f	0	228	488	1	0	0
0x2f	0x36591d75a1ae2337	-0x5fd33d802cae64d8	0	272	272	1	0	0
0x101	0x653685bccd0f8362	-0x5fd43c96e8a359a2	0	269	577	3	0	0
0x60	-0x19d61a624eef94e4	-0x5fda9bc230ffc14	0	586	586	1	0	0
0x102	0x753428a95f60489a	-0x5fdbbe7c6cf661dc	144	155	611	2	0	1
0xc2	-0x2236de3c89f28e3b	-0x5fdcef62a2b62fdb	0	424	616	1	0	0
0xca	-0x597f38fa4e271747	-0x5fe04460464fc3fc	0	64	241	1	0	0
0xdc	-0x48cb43e2a20f227	-0x5fe26c4d77a6b898	0	147	384	4	0	0
0x5d	-0x6442efe003f58cb0	-0x5fe33c8822d99977	22	242	277	2	0	0
0x45	-0x6a0b1c88b97f2a6	-0x5ff6ff09044db5a9	0	241	242	2	0	0
0xd3	-0x2916444e4fad2aa4	-0x5ff863a85d239414	0	333	533	2	1	1
0x35	-0x6f98ca28c7d0ceec	-0x5ffff7afe01b88a5	90	517	607	8	0	1
0xe5	-0xafb4fc79e0b0525	-0x6005582f5e2a6f24	36	301	607	2	0	0
0x45	0x677641ccc6a723ef	-0x600ff6890c90d1f9	0	124	125	1	0	0
0x2a	-0x4cef189ac857b69f	-0x601cdfe5639696a0	0	290	290	1	0	0
0x10e	0x53cdea2c3ca4fd2c	-0x6021b75a620ef951	60	95	502	7	1	1
0xf6	-0x902b61592a7e97d	-0x602365203a675e5e	0	172	475	1	0	0
0x4f	-0x59d61bc132b19015	-0x60257369c3b18bd9	0	387	393	1	1	1
0x45	-0x5e5333249faaa4c3	-0x60260f9052ef1d65	0	276	277	2	0	0
0x55	0x7176e9dfea824cbe	-0x602a454766920eb1	0	51	56	1	0	0
0x44	0x43b55fda49bbd86e	-0x602fc9dc0336f177	0	250	255	1	0	0
0x54	-0x2b87348b8aae41ec	-0x6031ab7dd4180a3a	0	188	202	1	0	0
0x1f	-0x1af4c2e1e090e1dc	-0x60342f0fe1d9bd09	0	495	495	1	0	0
0xd2	-0x7ca951b8f9b61497	-0x6036cf8c1d1ea29e	0	356	556	2	0	0
0xfb	0x9d1ff59c6e53c7d	-0x603eb3e59fcc8d00	1	65	335	2	0	0
0x53	-0x73a4d499a74d3ad9	-0x603ed9a2b927e811	0	517	517	1	0	0
0xcb	0x66c1849a930120b2	-0x60442ae9c4cdab0b	0	139	325	1	0	0
0xfc	-0x5ec1c2071069f95a	-0x60464c336a67a970	0	189	497	1	0	0
0x22	-0x5d4ee805fd2d2af5	-0x6047badaed4f88d8	0	593	593	1	0	0
0xcb	-0x15898ed9c0a83201	-0x60483759d7b3ec4b	0	101	287	1	0	0
0x108	0x231c6151dd743783	-0x604957e0c5ba01cb	0	108	431	1	0	0
0x20	-0x6ad00322afa61555	-0x604b54f7a65fc8cf	0	320	320	1	0	0
0xce	-0x2378bd522ea45d8b	-0x604dc78349fc2157	0	133	334	1	0	0
0xcf	-0x3efb2fbb5eecdfda	-0x6050820ae6619c95	0	313	505	1	1	1
0x5f	-0x31875ecf5b6af631	-0x6057b3a78fe86d2b	0	542	542	1	0	0
0x3f	0x192de7ca1c54e82a	-0x6058a0c2ac79b7dc	0	392	392	1	0	0
0xff	0x51f0fc2c8f5833bc	-0x605e413fd52fcb6	0	158	472	1	0	0
0x1c	0x7817dac65e65f0c0	-0x6063c6a3d96a32e4	0	216	216	1	0	0
0x110	-0x5fae653737ab5946	-0x606450d96bb5b505	0	285	627	1	0	0
0x45	0xd8b40342a19486a	-0x6064801e94d7fe94	172	332	505	3	0	1
0x19	0x4b019ac2caaa61fb	-0x606d4685c1aa0d78	0	250	250	1	0	0
0x5b	-0x13650b030880acba	-0x606e284bd2447156	0	251	257	1	0	0
0x2c	-0x5e90ab865796ee2f	-0x606e2a488fae7094	0	351	368	1	0	0
0xd4	0x7f4c7d7a2f805946	-0x60704425d03adf0	9	315	528	2	1	1
0xf9	-0x4a643555dbf5b1f5	-0x607a1de276b10045	0	318	609	1	0	0
0x25	0xc5c7c83dfdd52f8	-0x607ae0f4199873e	0	59	62	2	0	0
0x5a	0xe8f09237244b973	-0x607ec484c4f69ad	0	509	511	1	0	0
0x2d	0x6d5747cf187042b5	-0x607efdbb897719e1	0	334	360	1	0	0
0x27	-0x2fba2d3c3c90f92d	-0x608054aefcc67e68	80	437	538	6	0	0
0xcf	0x1ec221d770f66506	-0x6080b74edf33f39a	0	255	447	1	0	0
0x4b	-0x7ebbb20956d238bb	-0x608252eb4a599719	0	230	238	1	0	0
0xc2	0x1440f6a3137e4854	-0x6084a20c90b35320	0	146	338	1	1	1
0x4a	-0x69ea11d5e87ba11d	-0x60890d75648989c0	12	154	174	2	1	1
0xe3	-0x63fd9db6c4cba02	-0x6090463c65b4cabc	0	115	384	1	0	0
0x51	0x62d578ca54fd5a1e	-0x60af407204e80a01	0	168	169	2	1	1
0x109	0x14dc0520f0ae0a44	-0x60b05ac728c24ce1	0	238	585	2	0	0
0xd3	0x5b63a8c26e5f502a	-0x60b66cd46a66bd4d	0	266	466	2	0	0
0x4f	-0x39dd97662a57a2ed	-0x60b7b2b7f6a620cd	0	242	248	1	0	0
0xfd	0x1765cdcfd93311b	-0x60bbfb2ce8dd7ed5	0	76	385	1	0	0
0x45	0x3af155018dec8dce	-0x60bcc78e43e2bed1	0	519	520	1	1	1
0x25	-0x5e85127e60045cad	-0x60bfb3f21c8c3a75	21	139	163	4	1	1
0x1b	0x2fcb943f24838a87	-0x60c788861ff05838	0	345	349	1	0	0
0x51	0x138adb1885af48cd	-0x60c83a3b4f1f6bff	0	54	55	1	0	0
0x4c	0x30bc041dee02f77b	-0x60cffeff9419ab54	0	167	167	1	0	0
0xef	-0x383d39234adbf02f	-0x60d243efd2e75b80	147	186	571	3	0	0
0xef	-0x512daf7d12ff43f5	-0x60d7b9207e002fd9	0	51	289	1	1	1
0xe5	0x23896bdd182134f6	-0x60ddbd43ffe7b2b3	0	340	610	1	1	1
0xd3	-0x3e49945adf04d399	-0x60e27baf26b29f50	79	294	573	3	0	0
0xd3	0x7d5504e803683aba	-0x60e2bf961e03f2a5	0	106	306	1	0	0
0x53	0x4a49484e3ce76a29	-0x60e44f2133d3c0dc	268	159	427	6	0	0
0x70	-0x79128bfd026733cf	-0x60e92c9c1f2c276e	0	613	624	1	1	1
0x2a	-0x9b0351ded15949a	-0x60eba8a14aaccc87	0	565	565	1	0	0
0x70	0x6056096adedca5e0	-0x60ed7276f42f3841	0	456	467	2	0	0
0xff	-0x1b1939f0c0edbb0d	-0x60fae9af0ace4278	0	225	539	1	0	0
0x59	0x4faadf58ac5efe4b	-0x60fda30b2429b4a6	2	211	230	2	0	0
0xd3	-0x2890c03c14c14cd6	-0x6101e8c4f5289d37	0	170	370	1	0	0
0x114	0x1be9397406a8e4d	-0x61024651c2e817a	0	81	571	1	0	0
0xf6	0x6dfef2e2d7013878	-0x6105c1fbb7eb2f68	0	315	618	1	1	1
0x20	-0x331240d17eb4b56c	-0x6106e97f2af5c1e7	0	442	442	1	1	1
0xde	0x35f366f06079a05e	-0x6108cc74d083274	0	308	549	1	0	0
0x24	0x2ffcbc71ed9ece10	-0x610b543a4ca752f9	169	328	510	4	0	0
0x30	0x2e7277140f58dafe	-0x610bf5b8d6a4911c	0	232	252	1	0	0
0x58	0x15edd83018b869c9	-0x611762c6526a3d95	250	180	447	2	1	0
0xf6	-0x1255a3fa000d01fd	-0x6118d0b60af34639	0	56	359	1	1	1
0x105	-0x7dcacf36f0181b49	-0x611a9d2deca9ad2f	0	249	603	1	1	1
0xf3	-0x2b880e3636d073bb	-0x611aa0522ff123c4	0	128	415	1	1	1
0xef	-0xf8b90abf20d8ae3	-0x611bf2f5bd81ffcd	0	300	538	1	0	0
0x3e	0x535040b0529ee0c3	-0x611d8a40b0f535fd	0	266	266	1	0	0
0xe8	-0x2e2f1296fda1b36a	-0x611ed38cecc08542	0	298	593	1	0	0
0xcf	0x4d39f372824c676a	-0x6122221e5fd2d063	0	290	482	1	0	0
0x5a	0x57ac9137c89262b7	-0x61257083e0ed315c	0	512	514	2	0	0
0xc4	0x77f52db2b4c4e81f	-0x612a0bc267d7fd54	0	368	542	1	0	0
0xe5	0x140dae7059874418	-0x6139bf85a7689889	0	329	599	1	0	0
0xf2	-0x6a0ab0f1e69a972f	-0x613c911b86e989e8	21	316	629	3	0	0
0x105	-0x39327abc4164a753	-0x613d440d0c0b924e	0	255	609	1	0	0
0x58	-0x43cb4f7bbda4f457	-0x6141a9700a6945ba	0	442	459	1	0	0
0xc2	-0x263b679fb2df184b	-0x61435755103ab198	0	438	630	1	0	0
0xf9	-0x75a5f74b1ff3654f	-0x61464d776c71a1b9	100	203	594	3	0	0
0xcd	-0x26e938f5ded84573	-0x61494d83e9c9abb8	0	98	285	1	0	0
0x18	0x4b5000b009e01b65	-0x61497bf8aa42f3a1	0	95	96	1	0	0
0x24	0x69a8c17b1d983558	-0x614981effb6196b4	174	343	530	5	0	0
0x25	0x3d48d0bb93a47082	-0x6150c05b8a504a6c	0	75	78	1	1	1
0x31	-0x30329132f18cd4bc	-0x615aeb28e82a6c	0	126	136	1	0	0
0x39	0x3e5a52f03194d8a4	-0x61618ac108fee4f	0	589	589	1	1	1
0x101	-0x20e2d52b01c470f7	-0x6166acd6baa7c9b1	47	171	526	7	0	0
0xfd	0x4e0a080714ad0291	-0x616a7fc706ab9d09	0	63	372	1	1	1
0xee	-0x231fb793523264ae	-0x616a963aafc9f838	0	197	483	1	0	0
0xca	-0x499facf8204b2a01	-0x617437ebcc5eb32a	21	401	599	3	0	0
0x102	0x2f2d12d4bcaecb0e	-0x6174dfdca9ba21e1	0	231	543	1	0	0
0x4b	-0x1c7ff9976d3a01c6	-0x6176dc4154a995c5	0	589	597	1	1	1
0x107	0x713f16c3324f0e30	-0x6182553d816ae880	194	65	573	15	1	0
0x5c	-0x2d4e0264bb926a75	-0x61836c9593da6f98	0	445	445	1	0	0
0xca	0x30fdfce766b1c235	-0x6187db7fd17177bd	0	415	592	1	0	0
0xf1	-0x73ed6172c5bd40	-0x6189bd76bef39e88	0	271	558	6	0	0
0xf2	0x58f775eaba478091	-0x618a1b9410a12191	0	310	602	1	0	0
0xfa	-0x5c35da9000d4ebaa	-0x6190b8e00e1397d9	0	305	602	2	0	0
0x102	-0x1be4d0ae7b6e2d56	-0x61925338b513ab9b	204	114	630	7	0	0
0x4b	0xb2759617decc7b3	-0x61955e2b1f6bdc2f	0	125	133	4	0	0
0x4b	-0x204e48fa1df362d2	-0x6196850bfe8781db	0	193	201	1	0	0
0x1b	0x41b490b45eb23f8f	-0x619bdc31fc2f120c	0	512	516	1	0	0
0x4c	0x6271388ff92bd908	-0x619ec29f67d68210	0	364	364	1	0	0
0x2c	-0x52a0b1cb6b9c0096	-0x61a04f5afdd240eb	0	96	113	1	1	1
0x102	0x4d629c5be69d5b39	-0x61a26dca8a3ee215	0	249	561	1	1	1
0xeb	-0x52707955943100af	-0x61a42bce119e555b	0	240	530	1	0	0
0x106	-0x18980f21eeb66da1	-0x61a7271df0d025df	1	212	564	3	0	0
0x29	0x3427817bd7461612	-0x61ac511bf8df4f2e	0	611	612	1	0	0
0x100	0x2f6b0ebaeb3be047	-0x61ad8b4bc7406c8e	4	296	609	3	0	0
0x26	0x17883c4493bcd623	-0x61aeb0c3a4ed413e	0	362	362	2	0	0
0x4e	0x277866a277e7d599	-0x61b395a9f0d58634	0	618	618	1	1	1
0x3c	-0x3715272fc286217	-0x61b3f79ad1006ecd	0	114	114	1	1	1
0x5b	0x1fd392cd8de49454	-0x61b59c1fafe4b144	0	133	139	1	0	0
0xef	-0x5da05afa8dfb670c	-0x61b7a7c91811377a	0	333	571	1	0	0
0x107	0x675b9e36bf994d5b	-0x61bac172457a5538	176	83	573	7	0	1
0xe7	0x1b4c2ed194029528	-0x61c0ce7d1e76c186	268	82	636	6	0	0
0xe4	-0x3f9f8898f175628	-0x61cffb5970344c3b	0	130	418	1	0	0
0xdf	0x53cdea2c3ca4fd2c	-0x61d08c3cabd2bbac	135	91	465	5	1	1
0x4a	0x3aaf2bf79bf4e2eb	-0x61d1808762d1e6f	0	167	175	1	0	0
0x44	-0x3a1315c652dea377	-0x61dd362d4d533c85	0	97	102	1	0	0
0x40	-0x169a027a1e1ee381	-0x61dfa72aa2f7650	32	601	634	5	0	0
0x2f	0x5bc925ae69d9141	-0x61e0fd8ab698c354	176	79	255	5	1	0
0x3f	0x74c723895c36b774	-0x61e654b2b1750b50	0	535	535	1	0	0
0x44	0x132ac356e480d290	-0x61f0b1861e63d77a	0	55	60	1	0	0
0x115	0x2d13aab0118182e4	-0x61f1410753e64b7a	0	185	554	1	1	1
0x106	0x185a1d23fd823e4b	-0x61fe4bd445f36f0f	21	90	462	2	0	0
0xf9	0x24af125c2c24091a	-0x620dd4a3945cdd4	66	234	591	3	0	0
0xcf	-0x6b654f4b57fafbac	-0x6210b0a87cb03dcc	119	306	617	4	1	1
0x49	-0x3d1b3d91f9f3b536	-0x621970a841d7d305	0	291	291	1	0	0
0x44	-0x1cbc7d708ce3fcd2	-0x6221e88b5c405d47	1	266	272	2	0	0
0xe0	-0x49ca831e12374dfb	-0x62260f8c7d556396	0	248	482	1	0	0
0x115	0x77b8aea3b5c920d6	-0x622866c4dafc0a49	0	223	592	1	0	0
0xf2	-0x716b0cf9b8068367	-0x622c5c90d3edfff1	0	118	410	1	0	0
0xdc	0x6eed46bc351427c1	-0x622f3bf95ce8e717	0	57	294	1	0	0
0x21	-0x1d1061856a31cb95	-0x623507602c87d06e	1	167	168	3	0	0
0x27	-0x3c2159016787a02	-0x62363d4e5bb5b25f	0	270	291	1	0	0
0x31	0x379a6ffefaaa361a	-0x623a0cfec0fe2f10	91	415	516	5	0	0
0xc2	0xdd1cd9d1abd04db	-0x623cb07cae1c3205	0	109	301	1	0	0
0xee	-0x5e7c20495ef8fe59	-0x623de4f9eb52031d	0	251	537	1	0	0
0xef	0x2cb82d915e6f8407	-0x624022639fa7e9f7	0	358	596	1	1	1
0x43	0x15288e30f6863e81	-0x624a6da081fbcaa1	0	454	454	1	0	0
0x5a	-0x38918118b1639748	-0x624d4e846123da06	1	524	527	2	1	1
0x5d	0x71cd0ce8fcdae573	-0x62501be4147d6261	0	558	571	1	0	0
0x5f	-0x69b23e6df7800d7f	-0x625822e0c8df8bfd	11	574	585	3	0	0
0x59	0x2a14937a7418b586	-0x625b6a2301de3924	4	413	434	3	0	0
0xc9	-0x1fdacbd024a2880f	-0x626920e4bb30c139	16	263	461	2	0	0
0x71	-0x139c5c73cd847d3b	-0x626b55b963e4076	0	500	500	1	0	0
0x1a	0x2c8108aa35092b4	-0x6272d332e21276c2	0	68	68	1	0	0
0x27	-0x61f11b89c32c1984	-0x627512f7efc8edbb	0	325	346	1	0	0
0x1f	-0x6e55ecc26b49e8b3	-0x6275f87271460470	0	285	285	1	0	0
0x45	0x4f4631b344915eb8	-0x627723022c79ce89	0	70	71	1	1	1
0x4a	0x74977e17339f85a7	-0x62793c1091a15078	122	247	377	6	0	0
0xc7	-0x44e19bb480ee69fe	-0x627f2f6ea14b5d5c	0	93	266	1	0	0
0xd1	0x2e5037e142bcdc0a	-0x6281066f4c3246ba	134	309	632	3	1	1
0x4c	0x7a71f38a3ed36fdd	-0x62849e28b7b9ed25	0	409	409	1	0	0
0x30	-0x3619e066f492c8e8	-0x628add209002234f	0	413	433	1	0	0
0xe8	0x4e5b01c55690c907	-0x628d5a8dff4d25d2	4	121	420	2	0	0
0xe6	-0x52e3fb6337822865	-0x6293ee84a3a108d8	0	345	636	1	0	0
0x51	0x693a7685f3f2a232	-0x629675a3e5d2882b	0	94	95	1	0	0
0x108	0x46fdb563f834fcf5	-0x62988c0b87ea0443	0	51	374	1	0	0
0x108	0x633864688a2ae795	-0x629b1822c8a6274	1	203	527	2	1	1
0xca	0x3efbf3f4e1d478d1	-0x62ad60ab1e97bfd4	0	324	501	3	0	0
0xc9	-0x5ec011c4d74980c8	-0x62b0e39a22c49daa	12	428	622	2	1	1
0x58	-0x45ecbf52c92595f8	-0x62b122f75e1122fc	0	379	396	1	0	0
0xdb	0x6e31fc3aee9b2a1c	-0x62b34de22dc37d53	0	104	364	2	0	0
0xd3	-0x3fc981e878d04b8c	-0x62b730569860b149	0	231	431	1	0	0
0x53	-0x309d0f816f01d8c6	-0x62b9dce2b988fdbb	54	382	436	4	0	0
0x56	0x34faf3f823bdd91a	-0x62b9eb031129abd	0	321	322	1	0	0
0x31	0x687f3bd7629b27da	-0x62c3cf792a9cc69f	103	350	463	12	0	0
0x22	-0xe9b9ecccbed959c	-0x62c7848a4831bdc	113	117	230	2	0	0
0x25	0x6a503c37e021e3ce	-0x62cb94f19d4c436a	0	590	593	3	0	0
0x51	0xcc6cd6b7024a320	-0x62d6f843f3230f93	0	53	54	1	0	0
0x2c	0x6347778cf8642bb7	-0x62d78293bbe4cd28	38	327	382	2	1	1
0x27	-0xc8e9db37387c3bc	-0x62d880b94836bb31	0	610	631	1	1	1
0xc4	-0x24795fa2bbe89f94	-0x62d8ee474a178039	0	61	235	1	0	0
0xc2	-0x1f8c7ff5817cab6a	-0x62d94f6311f7b2aa	14	429	635	4	0	0
0xc9	0x5435b7747d82a792	-0x62da438ce001ab62	1	297	480	5	0	0
0x5e	-0x4c4b2086000d9fcd	-0x62deed38f49ae828	0	626	626	1	0	0
0x5d	-0x3235841857b8895a	-0x62e38e64567f01d7	0	362	375	1	0	0
0x4f	-0x2b3c0e64d14f9382	-0x62e8e4e4aa99e62b	189	169	364	8	0	0
0x56	0x20398b337d4f6701	-0x62eb074d1d78d0c6	0	154	155	1	1	1
0x109	-0x7b765c81bea51456	-0x62f1176613d1f6ff	0	178	525	1	0	0
0x4e	-0x218bd90a108b4785	-0x62f1a21018fd5aad	0	583	583	1	1	1
0x40	-0x63cddab96b844683	-0x62f37b98e30a3c	0	160	161	1	0	0
0x40	0x686a50921aab1ee3	-0x62f430dd2d6ea966	0	286	287	1	0	0
0xef	-0x49bbf1d257f71987	-0x62f61a181acaa0b3	0	131	369	1	0	0
0x4a	0x2825e5a1ffa075e7	-0x62f652372e3e37af	0	97	105	1	0	0
0x39	-0x408e44ebd612b357	-0x62f8633dfc262662	196	391	587	2	0	0
0x108	-0x7cdd4784a10d6114	-0x62fa617903170505	0	231	554	1	1	1
0x4e	-0x18fd3c543aafc644	-0x62fac27340b65b43	0	233	233	1	1	1
0x10a	0x5e1b06416f16e138	-0x62fbc461aeda5acc	16	156	502	2	0	0
0x110	0x26fb927b3e70c587	-0x62fd846f6516e371	0	153	495	1	0	0
0x10a	-0x4e3a4e57fe7505f2	-0x62fea98e34d9e3f7	0	167	497	1	0	0
0x103	-0x4ccecca8be431091	-0x6304063b47796d8b	1	197	553	3	0	0
0xd2	0x1672e54f6935fcc4	-0x630eca9ef78ecfab	0	79	279	1	0	0
0x31	0x2ff1d57c0fdf8376	-0x63109ed1a1e00e46	75	183	268	2	0	1
0x22	0x705ca7fd7f940c5b	-0x6311506e9127f2d	25	258	283	2	0	0
0xe7	0x5380daf46ce635e	-0x631fc4a915a06d01	0	309	595	1	0	0
0xf2	-0x74482d615da156b3	-0x6326f334eb5f4f2f	0	103	395	1	0	0
0x5d	-0x6945ed836a39d8ec	-0x632c871083765d7a	0	608	621	1	0	0
0x21	-0x211a4620f27ec7ca	-0x63309ba187415b61	3	346	349	2	0	0
0xf3	0xdf7f0d3e8fb38fd	-0x63335f2ffe532919	74	69	430	2	0	0
0x1e	0x5d60cc327d0a2228	-0x633616c44d46139c	0	447	447	1	0	0
0xc3	0x3a773746830903e1	-0x633731e2b4e056c1	0	362	534	2	1	1
0x41	0xec6c147402ffd4e	-0x63387be1c04cdc22	2	223	225	2	0	1
0x30	0xba53dda52caf579	-0x633ad687966e7903	0	588	608	1	0	0
0x5d	-0x4309ccd7a280afe7	-0x633bbd1b27887c28	0	609	622	1	0	0
0xce	0x746063e052e3e387	-0x633f3de8cc6b625e	0	285	486	1	0	0
0xf6	-0x8726654092c6bdf	-0x634391260f201d27	0	292	595	1	0	0
0x42	0x4f977f32b9821f83	-0x6343b7522a4e9281	21	440	461	2	0	0
0x50	-0x544850390a8af613	-0x6344dcbcd728ac22	84	397	494	3	0	0
0x20	0x267b9158519f6854	-0x6351cba30817148c	0	341	341	1	0	0
0x59	0x7baa2e8fd9bb8f3b	-0x6356c93b3dedb4a3	183	70	270	4	0	0
0xf6	0x342911dc4064660	-0x635b5d430543c6bd	0	163	466	1	0	0
0x26	0x212250a91dcd239b	-0x63687cc45cf21f68	0	566	566	2	0	0
0xeb	-0x2d94e92906a16080	-0x636bcecf4a6e16da	0	67	357	1	0	0
0x2c	0x363318c3c4e322a1	-0x637477762d513594	14	359	390	6	0	0
0x56	0x530c8d9f819335e8	-0x637625b1a8facfc9	0	428	429	1	1	1
0x109	-0x2f74dd41bbbf2c2b	-0x637653929d78e4da	0	234	581	1	0	0
0x2f	-0x3f6cb4812ad30d48	-0x637b982893081f57	0	448	448	1	0	0
0x20	-0x5efcbffadeafef4c	-0x637cecf4276a3af9	0	347	347	2	0	0
0xe8	0x5660598f386e8860	-0x637e8d524c10c327	30	243	568	2	0	1
0x1c	0x58ada2c9b44ee4b8	-0x637f03ec14dd0015	0	56	56	4	0	0
0xe6	0x412449938a2561de	-0x6383c400e350b4df	0	132	423	1	0	0
0xd2	0x1c522cfa4c67c6a2	-0x6388574031b93085	0	245	445	1	0	0
0xe5	-0x15f638b625176767	-0x638e866dfd86c957	0	314	584	1	0	0
0x46	-0x5d36bb5070b9c5ee	-0x638f1d4b9061ed8d	0	494	494	1	0	0
0x5b	-0x689b1393adaae8d4	-0x639ab9fce3eecaba	11	127	144	2	0	0
0x4c	-0x5143fc956749ed19	-0x639cbee48bb76895	0	321	321	1	0	0
0xd4	0x305d3d574b49e511	-0x639d0bf44a2f1bfe	0	279	483	1	0	0
0x30	0x3cb432d48b895e50	-0x639dc4f1707eb057	94	442	556	3	0	0
0x106	0x5d15654fc168a84c	-0x63a79245e27a50fd	3	67	421	2	0	0
0xfc	0x36d8ec0a5f638f9b	-0x63a839b2e25a2eb4	0	70	378	1	0	0
0x26	0xe05298c432054dd	-0x63ab25face3b8ced	0	551	551	1	0	0
0x61	-0x3c8e98a90ff44194	-0x63b5e074ef5e1e51	1	390	391	3	0	0
0xfb	0x28d97d6cd36761c	-0x63bea71c348c80c8	1	325	595	2	0	0
0x44	0x4d83ff6827460932	-0x63c079ad5f924a6e	14	51	70	2	0	0
0xcb	0x92b4ec907e655e7	-0x63c4d4056e6138eb	0	117	303	1	1	1
0x4a	-0x49ae37cc8dcf83fd	-0x63c84d170aeb6429	0	352	360	1	0	0
0x49	0x5660598f386e8860	-0x63c861536701ec84	0	188	188	1	0	0
0x21	0x40399aaf67658ac8	-0x63cbea05831fdbfb	0	482	482	2	0	0
0xc9	-0x2ed06763c5694623	-0x63cf0a2fa83980cf	0	329	511	1	0	0
0x1c	0x33c5b897666e7cd7	-0x63d1f30061d5ba30	0	427	427	1	0	0
0x45	0x514b029750056aaa	-0x63d1f7cefa138231	0	507	508	1	0	0
0xd4	-0xdd6a7c3f598a83e	-0x63d3096296dd1da1	0	229	433	1	0	0
0x46	-0xc0ddb77d56c3704	-0x63d3c7032db92bd5	2	361	363	2	0	0
0xfa	0x6f868232826c1d7c	-0x63d4ef087e1caff9	11	65	373	2	0	1
0x109	0xad96c54cf7a89e9	-0x63d9a05453ce5faa	0	174	521	1	0	0
0x110	-0xcd2cad8e382fff1	-0x63e4384c356854ef	0	279	621	1	0	0
0x105	0x90e225f39d15d15	-0x63e5397817d38d03	0	86	440	1	0	0
0x4b	0x3283281e28f97fb5	-0x63ebf7fff7bd17b	20	402	430	3	0	0
0x44	0xd2b1f60c2d32e2d	-0x63ee20769d8eeba	266	133	404	24	0	1
0x35	-0x89d3572dd7aa445	-0x63ee5064ee45cb47	0	405	405	1	0	0
0xd4	0x5c6a59970d094934	-0x63f64d185e6e26af	0	161	365	1	1	1
0x3e	0x299c744ae3c7ffd7	-0x63ff64225deb4198	0	609	609	1	0	0
0x5a	-0x46b3d82f636bb66	-0x64024688bedb1f8e	0	345	347	1	0	0
0x5a	-0x3618496f8f3f4bd1	-0x640c33970f291471	4	127	133	3	0	0
0x49	-0x4d077ff7493b9da4	-0x640dcfee6b25ad67	0	199	199	1	0	0
0x24	0x46fca716ea72c5fb	-0x641300539f22250d	174	383	570	8	0	1
0x22	0x57b3c34fcc499b45	-0x64133316bd544985	210	353	563	4	0	0
0x2d	-0x1f2ce316f9d7b5fc	-0x6416c46652b330e0	0	518	544	1	0	0
0x2c	-0x7ae34bc686c93dc2	-0x64220ee7276900bc	0	214	231	1	0	0
0x101	-0x568a5acc12e1dca2	-0x6427c48fa286494c	0	56	364	1	0	0
0xe8	0x550300dc0ee3395b	-0x642c7bc444b26048	203	122	620	6	0	0
0x4b	0x694a6cd3085d5cdb	-0x642cc387e62ef407	0	125	133	2	0	0
0x1f	0x56e40be98851c8cc	-0x642f3c3cdcf66537	1	330	331	5	1	1
0x1b	0x443725b09155f584	-0x6431a24ec16c055	0	605	609	1	0	0
0x56	0x1ceabcf52db8006b	-0x643b51a8d74a3fc8	0	447	448	1	0	0
0xef	-0x198a0a84ce459e56	-0x644afa209bb054f7	0	258	496	1	0	0
0xfd	-0x18b024897fd9bb06	-0x645029d1073a7693	0	177	486	1	0	0
0x43	0x70018774b6d1d167	-0x6450e765d919cfe9	0	157	157	1	0	0
0x51	0x3c46a1ced5ec6bbf	-0x645831afbbcb11f6	0	302	303	1	1	1
0x3e	-0x358a10a976575a73	-0x6459b3d698efde40	0	274	274	1	1	1
0x19	0x307f5a4d6b0475cf	-0x645d7a4ba57777b0	0	95	95	1	0	0
0x4a	0x7daad16840f1acdd	-0x645eba8c2299d0b2	181	164	353	2	0	0
0xe6	0x442361e37ccf8de9	-0x6460d73dae5266c9	0	260	551	1	0	0
0xd1	0xa00f4100144f08e	-0x6462a8e36f3120b2	0	259	448	1	0	0
0xef	0x616fe03fa842b601	-0x646836cfb39b9da	0	345	583	1	1	1
0x2d	0xa295fc183e5278d	-0x646f219ff80d6069	0	426	452	1	0	0
0x30	-0xf47a87b6bbd6752	-0x64709fcefb73c7b2	0	389	409	2	0	0
0x1c	0x12a5542380a450c	-0x647825c426398d29	22	333	355	3	0	1
0x2f	0x3f4cc16b66795383	-0x648043f92d1a140a	0	164	164	2	0	0
0x44	-0x6a64f3f46a368c88	-0x64846052721336d0	0	320	325	2	0	0
0x114	0x77f2d4e139a6f646	-0x648637a045cc098a	0	119	609	1	0	0
0xf9	-0x61122ddfe0495a6b	-0x648d461472451d7a	0	347	638	1	1	1
0xc3	0x7a9fe33b9065a831	-0x6491b9e25d7bdfad	0	415	587	1	0	0
0x109	0xf81bffd117a8337	-0x64972eb8efabf126	0	142	489	1	0	0
0x58	0x5fa846d17f98e853	-0x649964ac57ae91a9	0	91	108	1	0	0
0xf2	-0x27368064756dd8d6	-0x649c715029e04391	149	51	492	3	0	0
0x1a	-0x30f2938083b2a3ad	-0x649e0ab1921d162	0	585	585	1	0	0
0xd2	-0x10d6ffa1b272c95f	-0x649e4d1a08966579	0	386	586	1	0	0
0x10d	0xdf7f0d3e8fb38fd	-0x64a0e7a4d65bdc7c	17	77	449	2	0	1
