ego	alter	pair	ell	t0ix	tfix	nix	stE	E
0x51	-0x2c27b7c2e8d4f7d	0x5cff3ab4d59ef438	7	209	217	2	0	0
0x4f	0x6bc60271cf9e7758	0x5d02669d0b87244e	0	343	349	2	0	0
0x10a	0x7480c962691550ec	0x5d091b91a4bb467	0	153	483	1	0	0
0x39	-0x3a488ae544017963	0x5d12cf0cd8a71a3d	0	424	424	1	0	0
0xef	-0x45ecbf52c92595f8	0x5d142b3925a39628	0	392	630	2	0	0
0x2d	0x7458a6f4b42353b4	0x5d17ee2944852f51	0	489	515	1	0	0
0xf5	0x57ac9137c89262b7	0x5d1db28425bd0eec	0	289	566	1	0	0
0x1b	0x493352f3fa34a0a3	0x5d1f23a51c11e27e	249	275	528	2	0	0
0x3b	0x6bf91481ee21da06	0x5d3cc52164c7d079	0	416	416	1	0	0
0x3e	0x1189d5824b88b63	0x5d3fd3ecf42d3cfc	0	503	503	1	0	0
0xcf	0x36ea73705ae75e2b	0x5d419aed72cdb354	218	53	463	3	0	0
0x110	0x15f2f654df9dc474	0x5d46ffec3856aa6f	0	121	463	1	1	1
0x49	-0x6eb7df64ed5bb4f0	0x5d4ea6e0e698c7a9	0	280	280	1	0	0
0x1f	-0x77a41a778de024db	0x5d508705d23e7df4	3	186	189	3	0	0
0x102	0x29749b5c653bddc3	0x5d511026bfecb491	0	115	427	1	0	0
0x32	0x7a500d874812b658	0x5d52b8fcf1da6349	177	445	622	5	0	0
0x22	0x1d2cbb9792ce196a	0x5d539b41df8423d8	0	525	525	1	0	0
0x71	0x333f8a1fa42c57ad	0x5d54158db86da682	0	544	544	1	0	0
0x44	0x5722a381ef64132d	0x5d54a2ec652033e8	1	530	536	3	0	0
0x49	-0x6eba268feeece555	0x5d5568167854b1f7	0	601	601	2	0	0
0x5b	0x1c177eabdd2c10a2	0x5d562de3767d4833	0	105	111	1	0	0
0x1a	-0x1d63ea873029c1db	0x5d5b723a538f43d4	0	374	374	1	0	0
0x1c	-0x6a9366724ec21cc2	0x5d5dfdc5858d4ca0	0	293	293	1	0	0
0x34	0x7834b4463f63012d	0x5d5e7cef42cf9a06	0	107	126	1	0	0
0x3e	0x327eea9c23158abf	0x5d611f863a1c049b	76	535	611	2	0	1
0xf9	-0x7e34c2e8c2ecf672	0x5d627eb97ff5c2c1	0	285	576	1	1	1
0x31	-0x100bb1da04a46ebb	0x5d66fc9704ad0181	0	261	271	1	0	0
0x18	0x4a2ca6136db13f21	0x5d71250bece3791c	0	438	439	1	0	0
0xd5	-0x69b23e6df7800d7f	0x5d75d331479a04b8	8	262	501	7	0	0
0x45	0x29f25e6162663e7b	0x5d75fe75a6388ce3	0	438	439	1	0	0
0xc7	-0x5ef9a0d38b1b7958	0x5d77f1471475662e	0	454	627	1	0	0
0x5b	0x62b0a2e89d91ad90	0x5d7ad248765f7444	0	104	110	1	0	0
0x3b	0x1758d73eae628b3	0x5d7d5ba26eaafd3e	0	63	63	1	0	0
0xca	0x323702a36b5c7304	0x5d85b23b6d3549f5	0	64	241	1	0	0
0x107	0x6004ec017e7a645c	0x5d8a74c9e01e2e73	0	112	426	1	0	0
0xe5	-0x55fc9ba91d780847	0x5d958bb918569b95	0	96	366	1	1	1
0x1c	0xe38935b1a0ccaf6	0x5d990420018fa865	0	619	619	1	0	0
0x102	0x117609b856ee5f8a	0x5da52140cce255b2	0	73	385	1	0	0
0x24	-0x645069920ee3eb6b	0x5da5a4bd53aba4cf	95	475	583	5	0	0
0xc7	-0x2cc62b71dc4c3384	0x5da6bfbc1a5a9350	0	242	415	1	1	1
0x104	0x7b9b39444f10a94d	0x5da96b203e82d9eb	3	257	574	2	0	0
0x10c	0x31a4fd8a50b724bc	0x5db6c6882ce2bb46	0	136	494	1	0	0
0x115	-0xb71777db47cbe3d	0x5dca29decc9a107e	0	148	517	1	0	0
0xe0	-0x2a066581df014fc8	0x5dcca035567cb398	0	314	548	1	1	1
0xf1	-0x1a270c5bba7af660	0x5dd32094e162378e	0	281	568	1	1	1
0xf9	0x20a4cdcfa7365158	0x5dd4114f782b6a57	0	56	347	1	0	0
0x5c	-0x777d95d8df1ecc90	0x5dd5a99a4ff64756	108	313	421	7	0	1
0xe8	0x24374d3ed9201e23	0x5dda14a9d5002ad1	0	149	444	1	0	0
0x56	-0x4983d13bf6fd8e84	0x5ddb4cbe835a04ca	0	542	543	1	0	0
0x21	-0x6f6fade446611f2b	0x5ddd4ed30c512716	0	66	66	1	0	0
0x53	-0x32bbaa057e2307f0	0x5de83337ffe5d43d	0	384	384	1	0	0
0xef	0x7c4a01b413a903c7	0x5decdcd0f2251513	0	292	530	1	0	0
0x10c	0x63b9ca67470cd6eb	0x5df73f3d79c1c3bd	80	136	574	2	0	0
0x41	-0x74c3b7d6e2fc7b40	0x5df818f8e7c4af98	0	77	77	1	0	0
0x29	0x12c93552d26162b1	0x5dfc353c9ba4c9c1	0	138	139	1	0	0
0x32	-0x3a0f465a89d21d12	0x5e009befcef5b3de	0	98	98	1	0	0
0xd5	0x75b86be2269a885d	0x5e057e605126c013	0	305	536	1	0	0
0x22	-0xaf53c2b51a1e939	0x5e082541dba8b363	151	87	238	3	0	0
0x1c	-0x4c3d2d6986301c18	0x5e0a1be90d6f6289	212	215	427	5	0	0
0xcd	0x40e13d893cfd0f0b	0x5e0a7448633ab819	0	132	319	1	0	0
0xe8	0x2e2c811da6940330	0x5e0d2c465bb6f989	0	121	416	1	0	0
0xca	0x60ca2e8084b08aed	0x5e11041a76f9a693	258	156	591	4	0	0
0x5a	0x57b3c34fcc499b45	0x5e1192e7ccccabf	0	488	490	1	0	0
0x4b	-0x50ec7fcad2dbb4f0	0x5e12d3590abaf81a	0	616	624	1	1	1
0xcd	-0x50e86545ae45aa10	0x5e1380d02d1aa84c	227	152	566	3	0	0
0x71	0x2fe09b88a4fcbb6f	0x5e193b3eaf3a7690	38	91	129	3	0	0
0xf9	-0x345790cf268a2b4	0x5e19a72844eefd0e	0	346	637	1	0	0
0xf9	-0x66a7a5e4923d9259	0x5e1d1ace637e3cb1	0	63	354	1	0	0
0x4e	-0x2b36777726d0bd7	0x5e212d15dd203738	65	323	388	3	1	1
0x5e	0x196aced2e563f7a5	0x5e222c243a8c5e5a	0	539	539	1	0	0
0xcf	0x6448d06951d82197	0x5e2416f4c6ff8a1	0	396	588	1	0	0
0xe8	-0x1737fc3e384df665	0x5e24eb7d77081b7	0	68	363	1	0	0
0xfd	-0x1a12422c5a814837	0x5e260f964912f5a0	0	118	427	1	0	0
0x1e	-0x6ee094d7faf9a5a7	0x5e271f2d3db917bc	0	131	131	1	0	0
0x5f	0x396418ddb751c0c6	0x5e2bd809ec4153f4	20	539	559	3	0	0
0xff	0x5baae2858e12cb84	0x5e2db092bd1d4594	24	95	433	3	0	0
0x1c	0x79b5c5dc97cd2ab	0x5e2dd6fcdb5272fe	182	61	243	2	0	0
0x56	0x492a55fde5b7eb1	0x5e3464ae95b4617f	254	57	312	5	1	1
0x35	0x78f3d220f739aab	0x5e3d66c2fc62a13d	0	133	133	1	0	0
0x53	0x3ab6037506fb3136	0x5e443dc2157a3f62	0	396	396	1	0	0
0x27	-0x67c86355fe6754b0	0x5e4618aba1dfb80e	15	92	128	3	1	1
0x3a	-0x6bf16f01e928554b	0x5e4b7ab0c61f051f	223	62	293	12	0	0
0x42	-0x3b1e2badf39644c4	0x5e4e54d8f8d06b84	0	439	439	1	0	0
0xf2	0x496c9bf438c7da31	0x5e506f1676a537c	5	210	507	4	0	0
0x1d	0x7651d5ac6b42463e	0x5e53a831f1919536	22	369	391	2	0	0
0xf9	0x1f2da7ada4e5d245	0x5e54bee42fceb734	0	239	530	1	0	0
0x4e	0x4b3d3ea92296196f	0x5e56ec11831454c0	0	472	472	1	0	0
0x2f	0xcec4cff12c4c66c	0x5e578396f6b1fc0f	0	587	587	1	0	0
0x26	0x9b1496e09dfe901	0x5e5bb363718fde47	2	397	399	3	0	0
0xe4	-0x271364c7c9fc21b4	0x5e5e0b5cdcacf368	140	153	581	3	0	0
0xfc	0x38dd7df54188f64c	0x5e60ebc1c5cb37e8	0	222	530	1	0	0
0xee	0x73ddd4c54710616b	0x5e64b8afa7c5138a	0	222	508	1	0	0
0x41	-0x5c3e84774c83f1ba	0x5e69b93fb933b34	0	411	411	1	0	0
0x44	-0x773a532d72d50b	0x5e6ba2bf51a3560a	194	167	366	5	0	1
0x1f	0x6f6b186cf94840c5	0x5e6bfa706f01f754	0	618	618	1	1	1
0x109	-0x4dfb50449562e1ee	0x5e6cfd5f3a5010ae	0	146	493	3	0	0
0x10c	0x42a994185de0bf63	0x5e709031fbbb211a	0	72	430	1	0	0
0x29	-0x17f8ee794ff30b91	0x5e78db9ee7b978f5	0	395	396	6	0	0
0x109	-0xdafb15df9a15abd	0x5e7eb6c7043473e0	0	137	484	2	1	1
0x2f	0x28c34ed6ab0bccb	0x5e83c480336d206b	0	468	468	1	0	0
0x3f	-0xe8978e5843fcc3b	0x5e8623a1e5175f21	0	135	135	1	1	1
0xfb	0x40c8d94e83066904	0x5e918b6ac0ed280c	0	295	564	1	0	0
0x27	-0x5e06dc9d7db89126	0x5e91991384a1a885	0	359	380	1	1	1
0xfd	0x3aff020fa40a6b1	0x5e925090225777ab	73	59	441	3	0	0
0xc3	0x37deabd6cf61857d	0x5e937493141c07c	0	198	370	2	0	0
0xf1	0x24fec6e3487d1a2e	0x5e95870b4ba88945	0	328	615	1	0	0
0x1c	-0x69b23e6df7800d7f	0x5e9987a504b18ebe	251	91	342	4	0	0
0x46	0x60c4f9881a4338a6	0x5e9a6fc14b37c5f3	0	304	304	1	0	0
0xc4	0x4e2ebee05ae4673e	0x5e9b567d35bcb9b4	0	214	388	1	0	0
0xef	-0xee4d4c94101ce0e	0x5e9cae791dc02d7c	0	269	507	1	0	0
0xce	-0x4bbd056c3a0231ad	0x5e9eac7827e4cb76	0	390	591	1	0	0
0xe8	-0x3c9f0fea4181a9ad	0x5ea478c89acc5c51	0	321	616	2	0	0
0xc4	0x17883c4493bcd623	0x5ea4c8220ff78f63	38	285	497	3	0	0
0xdc	0x17443063cfe644e3	0x5eb22238d4c5cf17	58	192	487	2	1	1
0x31	-0x1e38b711a9fa0474	0x5eb660291ea9d01f	0	133	143	1	0	0
0x25	0x29b1914f45320a5f	0x5eb6a7e348b49308	0	567	570	1	0	0
0x5a	-0x1a44e7c1450cc44c	0x5ebf092649e8e4ee	0	574	576	1	1	1
0x102	0xd0f17043f442a07	0x5ece622953def637	0	287	599	1	0	0
0x46	-0x43357d3a52fdafe1	0x5ed34ede3b9afad8	120	139	259	2	0	0
0x2d	0x52877987a58bd140	0x5ed56c80c9981d49	0	544	570	1	0	0
0x52	-0x3aa7d85c76fe6046	0x5ee0a4ea254858e5	10	108	118	3	0	0
0xef	0x7ab216ef4f5800bd	0x5ee6af81b6800a75	164	67	469	4	0	0
0x44	-0x4a7726feb4af5fe0	0x5ef111e4bbefa438	0	281	286	1	0	0
0x109	0x12d194773224a78a	0x5ef43b331c9db730	0	183	530	1	0	0
0xee	0x6d145a8382bcc84b	0x5efff15b537329b	0	191	477	3	1	1
0xc7	-0x59634b75a4a4adb5	0x5f0224575952ab6e	0	390	563	1	0	0
0x59	0x280bf434599873f6	0x5f077f4ff700145e	0	163	180	1	0	0
0x106	-0x408e44ebd612b357	0x5f09ea8a02826c9a	0	282	633	1	0	0
0x5d	0x35674df3bbc98669	0x5f0cc54cf34adc38	0	620	633	1	0	0
0xc2	0x12973a1b3245a730	0x5f101070a64db2d7	0	143	335	1	0	0
0x4c	0x1190d5b2fc24690c	0x5f10eb1574e56554	0	248	248	1	0	0
0x70	0x6e697c161f4a99fa	0x5f198628d781e1dd	166	50	227	6	0	0
0x3f	-0x7827fd773a383a9b	0x5f1e6635a0bfb22c	0	566	566	1	0	0
0xe8	0x5ddd359bf39cbbef	0x5f20cce35873cab3	0	125	420	1	0	0
0x5b	0x7482b7e376b45c8a	0x5f228919bc2e4508	0	60	66	3	0	0
0x3b	-0x3f276dd865afbeb4	0x5f28ebef674cc5e3	0	135	135	1	1	1
0x27	0x7975dcda8230f866	0x5f2915f8d941e6a9	0	578	599	1	0	0
0x109	0x22eb1175e7401e80	0x5f2dee15ba019361	0	238	585	1	0	0
0x45	0x16aa2765fabd9042	0x5f2fec2d4af34ed6	0	424	425	1	0	0
0xc9	0x46693b8a3999bb33	0x5f352753e024273b	0	193	375	1	0	0
0x5d	0x1b4a3bf79bce99b5	0x5f35e7671937cc73	0	301	314	1	0	0
0x51	-0x6042c2c3b989309c	0x5f3bb87f0a1847d5	0	105	106	1	1	1
0xd3	-0x252d4791ef4bc631	0x5f3f91a2eb239876	13	352	565	2	0	0
0x50	0x368e36176d8fcdcc	0x5f3f97be41d51116	0	580	593	1	0	0
0x10d	0x4098627f13107060	0x5f412d6af1d72112	0	157	512	1	1	1
0x102	0x10d96e45e6746cf2	0x5f475e436b2d9949	118	115	545	2	0	0
0xfa	-0x283eff9065a534b3	0x5f4d0ca790050d25	227	57	581	4	0	0
0x101	0x6236754e60962d06	0x5f4e5c806fb8e858	0	112	420	1	0	0
0xe8	-0x4dcdc8a0a35314cf	0x5f4e81e9a2fbf77d	0	216	511	1	0	0
0x24	0x1180b902f76814dc	0x5f5213938363ee7a	0	116	129	1	0	0
0x54	0x13fa4d02222b7dfc	0x5f5440846e5f4d6d	0	533	547	2	1	1
0xe0	-0x1f2ce316f9d7b5fc	0x5f5911d683fe157f	0	317	551	3	0	0
0x43	0x545cc1dfda0fbedf	0x5f6025c9599dd51	0	368	368	1	0	0
0xc2	-0x757505db9f7b7c25	0x5f623436b3d6bff0	0	438	630	1	0	0
0x42	0x13bc09f593b44754	0x5f69c886a2457f05	0	431	431	1	0	0
0xf2	0x31391a103fa8bb8e	0x5f712937621d918e	0	113	405	1	0	0
0x35	-0xebf234711eeae08	0x5f77fc8fe2751b6f	14	571	585	3	0	0
0x4a	0x5e7fb41746eb0b9a	0x5f7f8337445fb6f6	0	97	105	1	0	0
0x58	-0x6c862fc43e2facbc	0x5f8a3779ec528062	0	585	602	1	0	0
0xfe	0x580ae589b11e7c2d	0x5f8b3060cbfd21be	105	201	614	3	0	0
0x27	-0x4da79d1826814314	0x5f8b618e39e14970	0	301	322	1	0	0
0x102	0x5d9b241ed96f3d12	0x5f8c3a8e581e8a0d	0	150	462	1	0	0
0x52	0x76070a6879693c66	0x5f91c501a9e6274f	1	113	114	2	1	1
0xd3	-0x6a019e86165e123f	0x5f94c1471127150d	3	333	536	4	1	1
0xcb	-0x1e338433684f6d48	0x5f95492c14a8e4af	0	328	514	5	0	0
0x106	0x7819a564570ee6ae	0x5f95e45ed0633ac	0	179	530	1	0	0
0xec	-0x69bb4e4a793bdb3b	0x5f962965dc9a0ce	0	53	343	1	0	0
0x35	0x54e367a7abb94d5f	0x5f9f81186a937d7f	0	126	126	1	0	0
0x4d	-0x518cf04120c8c752	0x5fa497ad453ffdf6	0	322	322	1	0	0
0xf9	-0x2948e90ce246987	0x5fa79432d9af8cd2	0	224	515	1	0	0
0x109	-0x5f18e8e0186e7b0	0x5fad629178f04bab	0	233	580	1	0	0
0x34	0x506f6f338d8d0451	0x5faf9d735898f6cf	0	106	125	1	0	0
0xdc	0x263cb88b7ee5310a	0x5fb216ca647bcb68	0	152	389	1	0	0
0x103	0x79a6ccbba647e102	0x5fb276577591a75	34	153	542	2	0	0
0xfd	0x74413613f320ae6	0x5fba60d27246ef58	0	294	603	1	1	1
0x49	0x69ebaa33bd5f648c	0x5fbbfe5115fb8768	0	317	317	1	1	1
0x23	-0x2ebbbdeb245858a9	0x5fbd7fb19a86a877	87	206	293	2	0	0
0x110	0x6e03b50051ba9e7f	0x5fc5dd28a42e3aad	0	279	621	1	0	0
0x47	0x38409bb97781386e	0x5fc7a3eab00265f3	0	309	309	1	1	1
0x5d	0x5a065f47fa2a7368	0x5fc92e5a75abacbc	0	586	599	1	0	0
0x24	0x19c9725583ea5203	0x5fca49e1d5c78745	0	262	275	1	1	1
0x107	-0x3ffa03ba209f0dff	0x5fcca10a92f550c4	7	261	582	2	1	1
0x71	-0x2718a54dc0fb10f	0x5fcf4b8a01103b92	0	588	588	1	0	0
0x21	0x79ed814bba7a1421	0x5fd09ee0f843a75c	0	149	149	1	1	1
0x38	-0x6c95ad8ac697b44a	0x5fd7f4b069d3240c	0	141	144	1	0	0
0x34	0x40331c625b8648b3	0x5fd8b78aa2112cce	97	163	279	2	0	0
0xfc	-0x4c2920a6efd6e89c	0x5ff1aaff67bc6840	10	280	598	4	0	0
0xfc	-0x53e159c6dddb0d69	0x5ff510ea7c73a95a	0	259	567	1	0	0
0x26	0x52fd994cc6330442	0x5ff9be6dfec2177c	86	152	238	2	0	0
0x5e	-0x20cfaacf6e0acd6e	0x60088a6340d92d4c	0	157	157	1	0	0
0x43	0x6598c631de95112c	0x600aae55658d2cab	0	484	484	1	1	1
0x24	0xaceeacc9ba8125c	0x600f662644f7c0eb	0	510	523	1	0	0
0x4b	0x651d4852e5b1294b	0x601839c02842d547	1	485	494	2	0	0
0x2c	-0x33011f8bbe300091	0x601e61552545574c	0	446	463	2	1	1
0x105	0x1e4a5c5ebe52246	0x6025db5cf40154c9	0	218	572	1	0	0
0xf3	-0x5c0c9a66025d6213	0x602dd1484c71642f	0	206	493	1	0	0
0x25	0xe7167f2444c9316	0x602f613b1a557222	0	590	593	1	0	0
0x1f	0x2c703f3a462696c6	0x6031eb25b4d926f6	0	477	477	1	1	1
0xfc	-0x7a64e56598b8fa9d	0x60346d4c5adf4c30	0	56	364	2	0	0
0x22	0x22807d3105523e36	0x60352258b88712bb	204	395	599	5	0	0
0x18	-0x3be1e81cacfd12a3	0x6037c9d0960bc71b	0	59	60	1	0	0
0x23	-0x72fa86f779ebcf05	0x603bee7f4c9c54ae	20	263	283	2	0	0
0x22	0x79b037c7e8730bb0	0x604666d424bf54f9	0	629	629	1	0	0
0x109	0x2dc8af65494bba09	0x6046adb4c02c8f69	0	167	514	1	0	0
0x39	0x29feb7aa4bd0c9aa	0x60480b78c4c4f78	3	576	579	6	1	1
0x113	0x1c087c0e003867d4	0x6048624dae4545f5	0	247	614	1	0	0
0x106	-0x76632eab8393b249	0x604ae1ffbc66c815	0	180	531	1	0	0
0xde	0x448cfc7ea24400c0	0x6052f95062f5da95	0	164	405	3	0	0
0x58	0xc69fb834621cd3d	0x60542691b30b9f42	0	276	293	2	0	0
0x31	-0x68f9de5989a2c7b4	0x605f0a2ebf3ac164	0	410	420	1	0	0
0x71	0x45a4e7d5fe3d13d3	0x606364d19ef57642	0	367	367	1	0	0
0x26	0x402c0996ce6afce1	0x6067c20d779eb162	0	272	272	1	0	0
0x4e	-0x645cc420d08226a5	0x606dd2a67becd6de	0	230	230	1	0	0
0x31	0x32ee4d7cf94bbacb	0x6076b6b718f34c81	0	181	191	1	1	1
0x51	0x3bb5b7097b3e3063	0x60783bb36bf93102	0	277	278	1	0	0
0x58	-0x353394e7069b09ba	0x607ead1bbf7c5223	0	220	237	1	0	0
0x2f	-0x9738d8ed1e55717	0x609d2b99b6664554	0	481	481	1	0	0
0xe7	-0x7255e17ecda3e70e	0x609dfc0d759b1e6f	112	51	449	2	1	1
0x21	-0x4ffaea198fc00489	0x60a250cb02686838	1	297	298	3	0	0
0x104	0x29fc8dcd36e54ed8	0x60a78ce3bde8590a	0	189	503	1	0	0
0x31	0x1722ae210e142927	0x60afce44b69e1991	102	189	301	3	0	0
0xfd	0x38fb0569be33a077	0x60b016c817c1cc54	0	307	616	2	0	0
0xf9	0xb9f75c8dd80d243	0x60c943b8616d0bc0	0	288	579	1	0	0
0xee	-0x148e637039db8edc	0x60cb02bf03a77136	0	323	609	1	0	0
0xf0	0x350a07d0f5afb4d8	0x60ce23d08d202dff	0	328	615	2	0	0
0x4d	0x5fce377793a44b36	0x60d5c224103a51d8	0	107	107	1	1	1
0x21	-0x8b529acc90a78a0	0x60d83946d4075722	0	136	136	3	0	0
0x40	0x53cdea2c3ca4fd2c	0x60db8505b93c1af7	123	348	472	3	0	0
0xe0	0x6f0a83af57feca87	0x60dc785b7e364cf6	0	373	607	2	0	0
0xef	0x100d12d4949c974f	0x60e0f728a61b20dc	0	382	620	1	0	0
0x3e	0x736c4be87014f6f	0x60e7352a0d40e265	0	345	345	1	1	1
0x1e	0x339a8c78340b1952	0x60ec855b82f74f5a	0	592	592	1	0	0
0xc2	0x355f7f44d44a7058	0x60f213c7142ad440	0	91	283	1	0	0
0x1f	-0x74f7799f027d3e6	0x610200d8a50e4eeb	0	483	483	1	0	0
0x2f	-0x2b0ee6d42287c661	0x61070a02c0deef92	0	388	388	1	0	0
0x1f	-0x7a9ef43276473a3c	0x61092a7ded4972d5	0	390	390	2	0	0
0x18	-0x3c7823e29ea0670d	0x610c2ceca7cafacb	0	307	308	1	0	0
0x20	0x67e8d4e38b88e89b	0x610c41fed565c0e4	0	330	330	1	1	1
0xfc	0x3fa8ba2ec3c6ddd6	0x611052f1ec5e4fe1	69	168	545	2	0	0
0x47	-0x59ed355148ea2af2	0x61135b45114ca58a	0	598	598	1	0	0
0xd2	0x2d81de9c10b38402	0x6114bd945c4b7049	0	203	403	2	0	0
0x2f	0x1343a469cd49965c	0x6116991df060434e	0	343	343	1	0	0
0x50	-0x323b6d31fa537094	0x61174bc262ba1b28	0	432	445	1	0	0
0xe7	0x38dac633b9c7643d	0x6118798d1d5e7002	65	97	448	2	0	0
0x31	-0x4c3d2d6986301c18	0x612679402f3bd847	16	133	159	6	0	0
0xf1	0x1c1aeb7f1a642b77	0x612822d51276544b	0	252	539	2	0	0
0xe8	-0x6a0ece3dfc9d9d54	0x6129b22b85d176d8	0	242	537	1	0	0
0xdb	-0x773a532d72d50b	0x612f06aeb82f182f	0	242	502	1	0	0
0xf9	-0x44c15bb8ac2b5d30	0x6130696157517cfe	0	343	634	1	0	0
0x54	0x6adc6915a866b98c	0x6135a83679ea075e	0	463	477	2	1	1
0x107	-0x48053676ea6842a4	0x6136a5bbdf56dfd0	0	240	554	2	1	1
0x24	-0x445680434ad3fb26	0x6146f447c3f83450	4	277	294	3	0	0
0x1c	0x22de6260dbdc0cd2	0x614da01efbf3f18d	238	178	416	3	0	0
0x27	-0x42d70f9869ba6b4f	0x6155b07bd16d588	78	282	381	2	1	1
0xe4	-0x68e15f296e77d385	0x6157b570f3467a9	0	330	618	1	1	1
0xe3	-0x57754e67736cc4be	0x6160694567673ade	1	360	630	3	0	0
0xc2	0x14190025cc8c76ee	0x6162e4d172b412e8	1	430	623	2	0	0
0x58	0x196f330802a57a73	0x6166855682c20bd6	17	344	378	2	0	0
0xe3	-0x4b0229e94462c2d1	0x616f7ccf9805c610	0	76	345	1	1	1
0x3e	0x65c99224f2c6e78f	0x61701eef1b8c3795	0	317	317	1	1	1
0xd4	0x3ae33c4a97333acd	0x617327c49e35e8c6	0	218	422	1	1	1
0x22	-0x47e6888c22651abc	0x6179f0b43764eabe	0	516	516	2	0	0
0x46	0x5e0e76294eda46ff	0x618205da17abb44e	232	192	424	3	0	0
0x29	-0x34a8358c81e50d8a	0x61842dcda40aa7af	4	584	589	3	0	1
0x1f	0x4fae1e0884335f3e	0x6184e4be65c1590e	0	281	281	1	1	1
0x51	-0x4357d6c82e6db2bb	0x61877fc9e44d90d3	0	207	208	1	0	0
0x1c	-0x4d575dab51c4b008	0x618a9745ec27546a	0	434	434	1	0	0
0xe7	-0xf35fc64a258b6eb	0x618c2cee5f7dd438	74	99	459	3	0	0
0x105	-0x49341396ad33cc05	0x61913772a48d087d	0	78	432	1	0	0
0x105	0x5af0d9cbf3ad82b6	0x619592721a87475	0	135	489	1	0	0
0x105	-0x6f138dda9789424e	0x6199d990a2aa5ce2	1	125	480	2	0	0
0x29	0x3f40da38145b3f10	0x619ea34736e9efba	0	602	603	1	1	1
0x105	-0x395732924836bd0b	0x61a071c50af9e343	0	79	433	1	0	0
0x5c	0x6e772bde84df5ff1	0x61a44b17840dc951	18	208	226	2	0	1
0xef	-0x303131b89b494e15	0x61a68c8f60071459	0	152	390	1	0	0
0xc9	0x165b20028ece9173	0x61a831ae4bdc6521	0	426	608	2	0	0
0x2f	0x6c96cff01850a0f7	0x61b670bd3a40093e	0	331	331	1	1	1
0x5c	-0x2a622a8603af06e6	0x61b69cc58ecfd4e4	0	110	110	1	0	0
0xc3	0x1597f7151a9b9dd1	0x61b93315c2a4f2f8	51	330	553	3	0	0
0x71	-0x611a5ee4351b9bc8	0x61bd53cf5a107fc7	39	584	623	3	0	0
0xf3	0x3629eb294134f311	0x61bed2a18561fc6b	0	75	362	1	0	0
0x106	0x57c416803982c17d	0x61c1ea044689e9d	0	96	447	1	0	0
0xe7	-0x1567c8696ddd2a44	0x61c71edcc49c9e6e	0	104	390	1	0	0
0x4e	0x5673c6361b3e8c03	0x61cc61440376c4df	0	550	550	6	0	0
0x59	-0x3ca6c6d1a33ebfd8	0x61d17229accf9a	0	218	235	3	0	0
0x3e	-0x5ac97d12d5870c86	0x61d47ede4437112f	0	55	55	1	0	0
0x3e	-0x910ad14219e24e6	0x61ddc7ec5ef8462c	0	361	361	1	0	0
0x109	0x660d6c8b4f5f574b	0x61e7465d971e86bd	0	135	482	1	0	0
0x3b	-0x4a0c49bbb44b9516	0x61faf4a829a4b4aa	0	98	98	1	0	0
0x46	0x3e52210cd0bb063c	0x61fe22db28f8275c	0	198	198	1	1	1
0x62	-0x4bad0e355e4073f5	0x62018a0ac264439e	0	97	102	1	0	0
0x29	-0x3f023cc8e4a64111	0x6203a8a9274ff229	180	215	396	6	0	0
0x70	0x22c853a713d9b701	0x620bc9a3f3c673da	0	483	494	1	0	0
0x3e	-0x1ddae26dea123fd0	0x620ee9d15e217f2e	0	244	244	1	0	0
0xd3	-0x4f7deca18ad3ac50	0x620fa2d4f84b8e1e	0	321	521	1	0	0
0x102	0x37e58a9f7cedfc49	0x6211ee2b229f53d7	0	71	383	1	0	0
0xca	0x7cb89439adf38214	0x6217db212b4ce51c	0	162	339	1	0	0
0x26	-0x4060b573726d34cc	0x621876bb9c109cff	0	622	622	1	0	0
0x32	0x5ced839bd10d35ed	0x62195ead871fe20d	108	406	514	4	0	0
0xe3	0x3ad849ce962e103b	0x621c744a5a6cb78e	0	165	434	1	0	0
0x108	-0x6b4c3e08baca2974	0x622344a42ec7c745	0	107	430	1	0	0
0x31	0x5360cf1d9b245b75	0x6227accd9ef1eb5d	186	50	246	2	0	1
0xfe	-0x41e9e833bef87496	0x622a6be66ff734e	3	82	393	2	0	1
0x1c	-0x41e9bb6d75f8f9ae	0x622f8dd2425ac76b	0	427	427	1	0	0
0xdf	0x40b417215319adb7	0x6233547e589a393c	0	206	445	1	0	0
0xd3	-0x7fe4d572cc46f8f	0x6233e2e854cf4658	0	110	310	2	1	1
0x104	0x500c8c00fac99a52	0x6237ff3a80f0772c	0	78	392	1	0	0
0x5b	0x16579a25f491e897	0x62412f7e0553ded3	0	54	60	1	0	0
0xfb	-0x30c42052fa6e8708	0x6246ff1ec91e3271	0	165	434	1	0	0
0x4a	-0x48aca299679d2088	0x624794deae990c53	74	242	324	2	0	0
0x4f	0x4ddbe64f5e3ca66d	0x6248b3d36fcc6364	0	579	585	1	0	0
0xff	-0x39bc073622c8e28d	0x624a10f0dd717e76	0	270	584	2	0	0
0x1e	-0x3e5848b64991259b	0x624a25f3aaea1525	0	236	236	1	0	0
0x52	-0x37da6aa52a0f3381	0x624b5c799d5f8029	1	118	119	2	0	0
0x39	-0x7c231209808d5065	0x624bf096f7f9c7b1	50	364	414	3	0	1
0xe0	-0x6d9083fdbbe019a5	0x6254e1cdc46f9826	0	375	609	1	0	0
0x26	0x2c0077813b8dbe37	0x62571c5fad641852	0	153	153	1	0	0
